Name,UIN,Status,Job Title,Department,Hire Year,Permissions,Permission last accessed,Last Recertification Date,Previous role,Access Risk level,Can be automatically recertified,Needs human review,Recertification Frequency 
Taylor Martinez,151407581,Faculty,Assistant Professor,Physics,2024,Physix Data Core,04/20/2025 15:40:31,07/16/24 0:00:00,,0.31,no,yes,Anually
Alex Garcia,149354704,Undergraduate Student,Library Assistant,IT,2022,Library System Access,03/28/2025 15:40:31,12/18/24 0:00:00,Lab Assistant,0.45,yes,no,Bianually
Alex Garcia,149354704,Undergraduate Student,Library Assistant,IT,2022,GSuite,03/27/2025 15:40:31,08/20/24 0:00:00,,0.2,yes,no,Bianually
Taylor Garcia,173087633,Faculty,Associate Professor,Mathematics,2023,Blackboard,04/03/2025 15:40:31,09/22/24 0:00:00,,0.81,no,no,Bianually
Taylor Garcia,173087633,Faculty,Associate Professor,Mathematics,2023,Gradescope,03/31/2025 15:40:31,09/05/24 0:00:00,Assistant Professor,0.79,yes,yes,Anually
Taylor Garcia,173087633,Faculty,Associate Professor,Mathematics,2023,MathNet Research DB,03/31/2025 15:40:31,10/31/24 0:00:00,Associate Professor,0.43,yes,yes,Anually
Jordan Lee,164363850,Faculty,Associate Professor,Library,2018,Blackboard,04/01/2025 15:40:31,12/28/24 0:00:00,Assistant Professor,0.46,no,no,Anually
Jordan Lee,164363850,Faculty,Associate Professor,Library,2018,Gradescope,04/04/2025 15:40:31,10/07/24 0:00:00,Professor,0.41,no,no,Bianually
Jordan Lee,164363850,Faculty,Associate Professor,Library,2018,Library Research Vault,04/11/2025 15:40:31,07/09/24 0:00:00,,0.43,no,yes,Anually
Taylor Smith,128985239,Graduate Student,Research Assistant,Finance,2024,EconoResearch Portal,04/20/2025 15:40:31,11/21/24 0:00:00,Teaching Assistant,0.49,no,no,Bianually
Taylor Smith,128985239,Graduate Student,Research Assistant,Finance,2024,GSuite,04/05/2025 15:40:31,07/14/24 0:00:00,,0.17,yes,no,Anually
Morgan Brown,194222209,Graduate Student,Research Assistant,Human Resources,2023,HR Research Repository,04/09/2025 15:40:31,08/23/24 0:00:00,Teaching Assistant,0.2,no,no,Bianually
Morgan Brown,194222209,Graduate Student,Research Assistant,Human Resources,2023,GSuite,03/30/2025 15:40:31,10/03/24 0:00:00,,0.2,yes,yes,Bianually
Jordan Lee,183417546,Faculty,Assistant Professor,Library,2019,Blackboard,04/08/2025 15:40:31,10/25/24 0:00:00,Assistant Professor,0.53,yes,yes,Anually
Jordan Lee,183417546,Faculty,Assistant Professor,Library,2019,Gradescope,04/01/2025 15:40:31,11/21/24 0:00:00,Assistant Professor,0.73,no,yes,Anually
Jordan Lee,183417546,Faculty,Assistant Professor,Library,2019,Library Research Vault,04/16/2025 15:40:31,09/13/24 0:00:00,,0.84,no,no,Bianually
Jamie Smith,154355815,Staff,Building Manager,Mathematics,2021,Building Access,04/04/2025 15:40:31,11/04/24 0:00:00,Building Manager,0.66,yes,no,Anually
Jamie Smith,154355815,Staff,Building Manager,Mathematics,2021,Maintenance System,04/14/2025 15:40:31,01/09/25 0:00:00,,0.59,no,yes,Bianually
Jamie Lee,130201041,Undergraduate Student,Library Assistant,Human Resources,2024,Library System Access,04/06/2025 15:40:31,12/05/24 0:00:00,Peer Tutor,0.37,yes,yes,Bianually
Jamie Lee,130201041,Undergraduate Student,Library Assistant,Human Resources,2024,GSuite,03/31/2025 15:40:31,10/27/24 0:00:00,,0.46,no,yes,Anually
Jamie Johnson,134800109,Graduate Student,Teaching Assistant,Finance,2024,Gradescope,03/30/2025 15:40:31,01/10/25 0:00:00,,0.93,yes,yes,Anually
Jamie Johnson,134800109,Graduate Student,Teaching Assistant,Finance,2024,Course Management System,03/28/2025 15:40:31,12/29/24 0:00:00,,0.44,no,no,Anually
Casey Martinez,114352449,Faculty,Assistant Professor,Human Resources,2021,Blackboard,04/04/2025 15:40:31,07/21/24 0:00:00,,0.26,yes,no,Anually
Casey Martinez,114352449,Faculty,Assistant Professor,Human Resources,2021,Gradescope,03/31/2025 15:40:31,11/02/24 0:00:00,,0.65,yes,yes,Bianually
Casey Martinez,114352449,Faculty,Assistant Professor,Human Resources,2021,HR Research Repository,04/01/2025 15:40:31,01/04/25 0:00:00,,0.36,yes,yes,Bianually
Jamie Garcia,174784591,Staff,Building Manager,Human Resources,2019,Building Access,03/29/2025 15:40:31,08/31/24 0:00:00,Financial Aid Officer,0.65,no,yes,Bianually
Jamie Garcia,174784591,Staff,Building Manager,Human Resources,2019,Maintenance System,04/14/2025 15:40:31,07/20/24 0:00:00,IT Support,0.6,no,yes,Anually
Alex Martinez,190086461,Undergraduate Student,Lab Assistant,Engineering,2023,Building Access,04/04/2025 15:40:31,09/08/24 0:00:00,,0.69,yes,no,Bianually
Alex Martinez,190086461,Undergraduate Student,Lab Assistant,Engineering,2023,Lab Equipment Reservation,04/16/2025 15:40:31,11/29/24 0:00:00,Lab Assistant,0.71,yes,yes,Anually
Casey Johnson,186874511,Graduate Student,Research Assistant,Biology,2024,BioData Central,03/24/2025 15:40:31,07/12/24 0:00:00,,0.36,yes,no,Anually
Casey Johnson,186874511,Graduate Student,Research Assistant,Biology,2024,GSuite,04/10/2025 15:40:31,08/03/24 0:00:00,,0.69,yes,no,Bianually
Cameron Brown,131522128,Faculty,Associate Professor,Human Resources,2019,Blackboard,04/19/2025 15:40:31,11/19/24 0:00:00,,0.47,yes,no,Bianually
Cameron Brown,131522128,Faculty,Associate Professor,Human Resources,2019,Gradescope,04/06/2025 15:40:31,08/17/24 0:00:00,Assistant Professor,0.33,yes,no,Anually
Cameron Brown,131522128,Faculty,Associate Professor,Human Resources,2019,HR Research Repository,03/31/2025 15:40:31,11/11/24 0:00:00,Associate Professor,0.87,yes,no,Anually
Cameron Martinez,196270988,Faculty,Professor,Computer Science,2018,Blackboard,03/28/2025 15:40:31,11/03/24 0:00:00,,0.7,yes,no,Anually
Cameron Martinez,196270988,Faculty,Professor,Computer Science,2018,Gradescope,04/09/2025 15:40:31,10/17/24 0:00:00,Associate Professor,0.7,no,yes,Bianually
Cameron Martinez,196270988,Faculty,Professor,Computer Science,2018,CompSci Research Hub,03/24/2025 15:40:31,08/04/24 0:00:00,,0.27,no,no,Bianually
Jamie Brown,154892734,Graduate Student,Teaching Assistant,Biology,2021,Gradescope,03/31/2025 15:40:31,12/03/24 0:00:00,,0.42,no,yes,Anually
Jamie Brown,154892734,Graduate Student,Teaching Assistant,Biology,2021,Course Management System,04/19/2025 15:40:31,10/05/24 0:00:00,,0.27,no,yes,Bianually
Alex Lee,137896407,Undergraduate Student,Peer Tutor,IT,2018,Gradescope,04/03/2025 15:40:31,08/15/24 0:00:00,,0.76,no,no,Bianually
Alex Lee,137896407,Undergraduate Student,Peer Tutor,IT,2018,Blackboard,03/27/2025 15:40:31,10/24/24 0:00:00,,0.5,no,yes,Anually
Jordan Johnson,145877475,Undergraduate Student,Library Assistant,Computer Science,2021,Library System Access,04/16/2025 15:40:31,12/30/24 0:00:00,Library Assistant,0.23,no,no,Bianually
Jordan Johnson,145877475,Undergraduate Student,Library Assistant,Computer Science,2021,GSuite,04/07/2025 15:40:31,10/10/24 0:00:00,Peer Tutor,0.19,yes,no,Bianually
Jordan Lee,124857800,Graduate Student,Research Assistant,Engineering,2024,EngiData Repository,04/04/2025 15:40:31,10/28/24 0:00:00,,0.33,yes,no,Anually
Jordan Lee,124857800,Graduate Student,Research Assistant,Engineering,2024,GSuite,04/05/2025 15:40:31,07/09/24 0:00:00,,0.51,no,no,Bianually
Jamie Martinez,161627199,Undergraduate Student,Lab Assistant,Physics,2018,Building Access,04/17/2025 15:40:31,07/23/24 0:00:00,,0.55,yes,no,Bianually
Jamie Martinez,161627199,Undergraduate Student,Lab Assistant,Physics,2018,Lab Equipment Reservation,04/07/2025 15:40:31,12/30/24 0:00:00,,0.81,yes,no,Anually
Jamie Brown,110285373,Graduate Student,Research Assistant,Engineering,2020,EngiData Repository,03/26/2025 15:40:31,01/02/25 0:00:00,,0.41,yes,yes,Anually
Jamie Brown,110285373,Graduate Student,Research Assistant,Engineering,2020,GSuite,03/31/2025 15:40:31,06/26/24 0:00:00,Teaching Assistant,0.35,no,yes,Bianually
Jamie Brown,149362428,Undergraduate Student,Lab Assistant,Physics,2024,Building Access,04/07/2025 15:40:31,09/30/24 0:00:00,,0.46,yes,no,Anually
Jamie Brown,149362428,Undergraduate Student,Lab Assistant,Physics,2024,Lab Equipment Reservation,04/14/2025 15:40:31,10/08/24 0:00:00,Lab Assistant,0.48,no,no,Bianually
Jamie Brown,112572403,Undergraduate Student,Lab Assistant,Library,2023,Building Access,04/05/2025 15:40:31,11/18/24 0:00:00,,0.73,yes,no,Anually
Jamie Brown,112572403,Undergraduate Student,Lab Assistant,Library,2023,Lab Equipment Reservation,03/26/2025 15:40:31,08/29/24 0:00:00,Lab Assistant,0.64,yes,no,Anually
Taylor Martinez,104017018,Graduate Student,Teaching Assistant,Engineering,2019,Gradescope,04/05/2025 15:40:31,07/18/24 0:00:00,,0.62,yes,yes,Bianually
Taylor Martinez,104017018,Graduate Student,Teaching Assistant,Engineering,2019,Course Management System,04/18/2025 15:40:31,12/17/24 0:00:00,,0.46,no,yes,Anually
Taylor Lee,162883990,Undergraduate Student,Peer Tutor,Engineering,2019,Gradescope,04/06/2025 15:40:31,12/31/24 0:00:00,,0.21,yes,yes,Anually
Taylor Lee,162883990,Undergraduate Student,Peer Tutor,Engineering,2019,Blackboard,03/25/2025 15:40:31,10/03/24 0:00:00,,0.56,yes,yes,Bianually
Jamie Martinez,182721725,Staff,IT Support,Physics,2020,System Admin Portal,04/10/2025 15:40:31,09/01/24 0:00:00,,0.31,yes,yes,Bianually
Jamie Martinez,182721725,Staff,IT Support,Physics,2020,Network Access,04/18/2025 15:40:31,09/06/24 0:00:00,IT Support,0.58,yes,yes,Anually
Jordan Smith,172377804,Faculty,Associate Professor,Library,2022,Blackboard,03/22/2025 15:40:31,11/04/24 0:00:00,,0.79,no,yes,Bianually
Jordan Smith,172377804,Faculty,Associate Professor,Library,2022,Gradescope,04/17/2025 15:40:31,09/25/24 0:00:00,Professor,0.19,no,no,Bianually
Jordan Smith,172377804,Faculty,Associate Professor,Library,2022,Library Research Vault,04/13/2025 15:40:31,01/07/25 0:00:00,,0.46,yes,yes,Bianually
Casey Brown,191800175,Staff,IT Support,Library,2019,System Admin Portal,04/17/2025 15:40:31,11/14/24 0:00:00,,0.11,no,no,Anually
Casey Brown,191800175,Staff,IT Support,Library,2019,Network Access,04/12/2025 15:40:31,11/06/24 0:00:00,,0.15,yes,no,Anually
Jordan Brown,101224754,Faculty,Associate Professor,Human Resources,2024,Blackboard,04/17/2025 15:40:31,07/26/24 0:00:00,,0.51,no,yes,Anually
Jordan Brown,101224754,Faculty,Associate Professor,Human Resources,2024,Gradescope,03/23/2025 15:40:31,07/23/24 0:00:00,,0.67,no,no,Anually
Jordan Brown,101224754,Faculty,Associate Professor,Human Resources,2024,HR Research Repository,04/04/2025 15:40:31,10/07/24 0:00:00,,0.42,yes,no,Anually
Jamie Johnson,101934610,Staff,Building Manager,IT,2018,Building Access,04/17/2025 15:40:31,09/08/24 0:00:00,Financial Aid Officer,0.12,yes,no,Anually
Jamie Johnson,101934610,Staff,Building Manager,IT,2018,Maintenance System,04/03/2025 15:40:31,07/25/24 0:00:00,IT Support,0.69,no,yes,Anually
Cameron Johnson,158428028,Faculty,Assistant Professor,Physics,2019,Blackboard,04/09/2025 15:40:31,07/26/24 0:00:00,Assistant Professor,0.73,no,yes,Bianually
Cameron Johnson,158428028,Faculty,Assistant Professor,Physics,2019,Gradescope,03/28/2025 15:40:31,09/13/24 0:00:00,,0.84,no,no,Anually
Cameron Johnson,158428028,Faculty,Assistant Professor,Physics,2019,Physix Data Core,04/17/2025 15:40:31,09/13/24 0:00:00,Professor,0.27,no,yes,Bianually
Jamie Smith,135302677,Staff,HR Coordinator,Mathematics,2020,HR Portal,04/02/2025 15:40:31,01/11/25 0:00:00,,0.24,yes,yes,Bianually
Jamie Smith,135302677,Staff,HR Coordinator,Mathematics,2020,Employee Records Access,04/02/2025 15:40:31,10/21/24 0:00:00,,0.93,yes,no,Bianually
Casey Johnson,156023184,Graduate Student,Teaching Assistant,Finance,2019,Gradescope,03/24/2025 15:40:31,12/31/24 0:00:00,Research Assistant,0.23,no,yes,Bianually
Casey Johnson,156023184,Graduate Student,Teaching Assistant,Finance,2019,Course Management System,03/31/2025 15:40:31,10/14/24 0:00:00,,0.76,no,no,Bianually
Morgan Johnson,170431673,Faculty,Professor,Computer Science,2024,Blackboard,04/01/2025 15:40:31,12/15/24 0:00:00,,0.18,no,no,Bianually
Morgan Johnson,170431673,Faculty,Professor,Computer Science,2024,Gradescope,04/02/2025 15:40:31,07/09/24 0:00:00,,0.32,no,no,Bianually
Morgan Johnson,170431673,Faculty,Professor,Computer Science,2024,CompSci Research Hub,04/17/2025 15:40:31,07/06/24 0:00:00,,0.78,yes,yes,Bianually
Jordan Garcia,128269225,Graduate Student,Research Assistant,IT,2021,Tech Infrastructure DB,04/03/2025 15:40:31,10/09/24 0:00:00,,0.65,no,no,Anually
Jordan Garcia,128269225,Graduate Student,Research Assistant,IT,2021,GSuite,04/20/2025 15:40:31,09/23/24 0:00:00,,0.08,yes,no,Anually
Jamie Garcia,199597274,Staff,HR Coordinator,Chemistry,2020,HR Portal,03/27/2025 15:40:31,08/07/24 0:00:00,Building Manager,0.56,yes,yes,Bianually
Jamie Garcia,199597274,Staff,HR Coordinator,Chemistry,2020,Employee Records Access,04/01/2025 15:40:31,10/25/24 0:00:00,Financial Aid Officer,0.55,yes,no,Bianually
Casey Garcia,162363042,Graduate Student,Research Assistant,Engineering,2019,EngiData Repository,04/09/2025 15:40:31,10/24/24 0:00:00,Research Assistant,0.44,yes,no,Anually
Casey Garcia,162363042,Graduate Student,Research Assistant,Engineering,2019,GSuite,04/02/2025 15:40:31,08/22/24 0:00:00,,0.17,yes,yes,Anually
Cameron Lee,166953462,Faculty,Associate Professor,Mathematics,2024,Blackboard,03/26/2025 15:40:31,09/17/24 0:00:00,,0.35,yes,no,Anually
Cameron Lee,166953462,Faculty,Associate Professor,Mathematics,2024,Gradescope,04/20/2025 15:40:31,11/29/24 0:00:00,,0.81,yes,yes,Bianually
Cameron Lee,166953462,Faculty,Associate Professor,Mathematics,2024,MathNet Research DB,04/15/2025 15:40:31,08/17/24 0:00:00,,0.42,yes,no,Anually
Cameron Lee,178023198,Faculty,Associate Professor,Library,2022,Blackboard,04/06/2025 15:40:31,11/16/24 0:00:00,Assistant Professor,0.72,yes,yes,Bianually
Cameron Lee,178023198,Faculty,Associate Professor,Library,2022,Gradescope,04/07/2025 15:40:31,12/27/24 0:00:00,Associate Professor,0.73,yes,no,Bianually
Cameron Lee,178023198,Faculty,Associate Professor,Library,2022,Library Research Vault,04/01/2025 15:40:31,11/21/24 0:00:00,,0.06,no,no,Anually
Jordan Lee,173845148,Faculty,Associate Professor,Chemistry,2023,Blackboard,04/02/2025 15:40:31,09/10/24 0:00:00,,0.86,no,no,Bianually
Jordan Lee,173845148,Faculty,Associate Professor,Chemistry,2023,Gradescope,03/29/2025 15:40:31,10/26/24 0:00:00,,0.4,yes,no,Anually
Jordan Lee,173845148,Faculty,Associate Professor,Chemistry,2023,ChemResearch Archive,03/25/2025 15:40:31,01/04/25 0:00:00,,0.52,yes,yes,Bianually
Taylor Johnson,117360139,Graduate Student,Research Assistant,Physics,2024,Physix Data Core,04/16/2025 15:40:31,09/29/24 0:00:00,Teaching Assistant,0.97,no,no,Anually
Taylor Johnson,117360139,Graduate Student,Research Assistant,Physics,2024,GSuite,04/14/2025 15:40:31,10/31/24 0:00:00,,0.36,no,no,Bianually
Alex Brown,198729784,Undergraduate Student,Library Assistant,Chemistry,2019,Library System Access,03/27/2025 15:40:31,11/27/24 0:00:00,,0.41,yes,no,Anually
Alex Brown,198729784,Undergraduate Student,Library Assistant,Chemistry,2019,GSuite,04/06/2025 15:40:31,12/29/24 0:00:00,Peer Tutor,0.78,yes,no,Bianually
Jamie Garcia,176846162,Faculty,Assistant Professor,Biology,2021,Blackboard,04/13/2025 15:40:31,06/26/24 0:00:00,,0.43,no,yes,Bianually
Jamie Garcia,176846162,Faculty,Assistant Professor,Biology,2021,Gradescope,04/06/2025 15:40:31,11/27/24 0:00:00,,0.59,yes,yes,Anually
Jamie Garcia,176846162,Faculty,Assistant Professor,Biology,2021,BioData Central,04/07/2025 15:40:31,09/19/24 0:00:00,Assistant Professor,0.12,yes,no,Anually
Casey Martinez,100371716,Staff,Financial Aid Officer,Biology,2023,Financial Aid System,03/26/2025 15:40:31,12/27/24 0:00:00,,0.21,no,no,Anually
Casey Martinez,100371716,Staff,Financial Aid Officer,Biology,2023,Student Financial Records,04/10/2025 15:40:31,08/19/24 0:00:00,Financial Aid Officer,0.19,no,no,Anually
Taylor Smith,103915562,Faculty,Professor,Mathematics,2021,Blackboard,04/04/2025 15:40:31,10/11/24 0:00:00,,0.63,no,no,Bianually
Taylor Smith,103915562,Faculty,Professor,Mathematics,2021,Gradescope,04/01/2025 15:40:31,07/15/24 0:00:00,,0.51,yes,yes,Anually
Taylor Smith,103915562,Faculty,Professor,Mathematics,2021,MathNet Research DB,04/10/2025 15:40:31,10/14/24 0:00:00,,0.81,yes,yes,Anually
Morgan Smith,196864428,Graduate Student,Teaching Assistant,Finance,2023,Gradescope,04/05/2025 15:40:31,09/26/24 0:00:00,,0.8,no,yes,Anually
Morgan Smith,196864428,Graduate Student,Teaching Assistant,Finance,2023,Course Management System,04/04/2025 15:40:31,07/06/24 0:00:00,,0.34,no,no,Bianually
Alex Brown,168013069,Graduate Student,Teaching Assistant,Physics,2018,Gradescope,03/27/2025 15:40:31,12/20/24 0:00:00,,0.48,yes,yes,Bianually
Alex Brown,168013069,Graduate Student,Teaching Assistant,Physics,2018,Course Management System,03/27/2025 15:40:31,08/25/24 0:00:00,,0.53,yes,no,Anually
Taylor Garcia,142955553,Staff,Financial Aid Officer,Mathematics,2019,Financial Aid System,04/02/2025 15:40:31,07/08/24 0:00:00,,0.36,no,no,Bianually
Taylor Garcia,142955553,Staff,Financial Aid Officer,Mathematics,2019,Student Financial Records,03/28/2025 15:40:31,12/04/24 0:00:00,IT Support,0.66,no,no,Bianually
Morgan Garcia,148848282,Graduate Student,Teaching Assistant,Finance,2022,Gradescope,03/31/2025 15:40:31,10/11/24 0:00:00,Teaching Assistant,0.79,yes,no,Bianually
Morgan Garcia,148848282,Graduate Student,Teaching Assistant,Finance,2022,Course Management System,03/30/2025 15:40:31,08/16/24 0:00:00,,0.76,yes,no,Anually
Alex Brown,176157133,Faculty,Assistant Professor,Chemistry,2019,Blackboard,03/22/2025 15:40:31,09/12/24 0:00:00,,0.32,no,yes,Anually
Alex Brown,176157133,Faculty,Assistant Professor,Chemistry,2019,Gradescope,04/11/2025 15:40:31,09/30/24 0:00:00,,0.66,yes,no,Anually
Alex Brown,176157133,Faculty,Assistant Professor,Chemistry,2019,ChemResearch Archive,03/26/2025 15:40:31,01/04/25 0:00:00,Associate Professor,0.27,yes,no,Anually
Jamie Garcia,122172410,Undergraduate Student,Lab Assistant,Library,2020,Building Access,04/09/2025 15:40:31,09/16/24 0:00:00,,0.41,no,no,Anually
Jamie Garcia,122172410,Undergraduate Student,Lab Assistant,Library,2020,Lab Equipment Reservation,03/29/2025 15:40:31,12/19/24 0:00:00,,0.4,yes,yes,Bianually
Casey Garcia,113157228,Graduate Student,Teaching Assistant,Biology,2021,Gradescope,03/22/2025 15:40:31,09/13/24 0:00:00,,0.89,no,yes,Bianually
Casey Garcia,113157228,Graduate Student,Teaching Assistant,Biology,2021,Course Management System,04/04/2025 15:40:31,10/10/24 0:00:00,Teaching Assistant,0.37,yes,yes,Anually
Morgan Garcia,146869444,Faculty,Associate Professor,Human Resources,2022,Blackboard,03/24/2025 15:40:31,12/29/24 0:00:00,,0.19,yes,no,Anually
Morgan Garcia,146869444,Faculty,Associate Professor,Human Resources,2022,Gradescope,04/19/2025 15:40:31,11/13/24 0:00:00,,0.21,no,yes,Anually
Morgan Garcia,146869444,Faculty,Associate Professor,Human Resources,2022,HR Research Repository,03/24/2025 15:40:31,11/13/24 0:00:00,Professor,0.57,no,no,Anually
Cameron Martinez,147591153,Undergraduate Student,Peer Tutor,Chemistry,2022,Gradescope,04/12/2025 15:40:31,09/05/24 0:00:00,,0.67,no,yes,Anually
Cameron Martinez,147591153,Undergraduate Student,Peer Tutor,Chemistry,2022,Blackboard,04/05/2025 15:40:31,01/06/25 0:00:00,,0.86,no,yes,Bianually
Taylor Garcia,139918741,Faculty,Professor,Chemistry,2022,Blackboard,03/24/2025 15:40:31,12/03/24 0:00:00,,0.38,no,no,Bianually
Taylor Garcia,139918741,Faculty,Professor,Chemistry,2022,Gradescope,04/07/2025 15:40:31,01/09/25 0:00:00,,0.53,yes,no,Anually
Taylor Garcia,139918741,Faculty,Professor,Chemistry,2022,ChemResearch Archive,04/13/2025 15:40:31,10/26/24 0:00:00,,0.12,no,no,Anually
Jordan Martinez,180960647,Undergraduate Student,Lab Assistant,Finance,2019,Building Access,04/13/2025 15:40:31,10/26/24 0:00:00,,0.6,no,no,Bianually
Jordan Martinez,180960647,Undergraduate Student,Lab Assistant,Finance,2019,Lab Equipment Reservation,03/25/2025 15:40:31,11/19/24 0:00:00,,0.24,no,yes,Bianually
Jamie Martinez,150228258,Graduate Student,Research Assistant,Biology,2022,BioData Central,04/03/2025 15:40:31,12/11/24 0:00:00,Teaching Assistant,0.55,no,yes,Bianually
Jamie Martinez,150228258,Graduate Student,Research Assistant,Biology,2022,GSuite,03/26/2025 15:40:31,07/13/24 0:00:00,Research Assistant,0.57,yes,no,Bianually
Jamie Brown,134316219,Staff,IT Support,IT,2024,System Admin Portal,04/09/2025 15:40:31,10/12/24 0:00:00,,0.56,yes,no,Bianually
Jamie Brown,134316219,Staff,IT Support,IT,2024,Network Access,04/10/2025 15:40:31,09/18/24 0:00:00,,0.32,yes,yes,Anually
